tokens,count
magpies.,1
"""polis",1
sleek-cut,1
"bluejays,",1
"""water,""",1
flyers.,1
rehearse.,1
pedestrians.,1
"rehearsals!""",1
"trademark!""",1
"sparrows,""",1
beadily,1
"broth,""",1
thugater's,1
ribbon-like,1
"levelers,""",1
"wielders,",1
"glamorous,""",1
lodges.,1
collaring.,1
collaring?,1
"leveler,""",1
housekeeper's,1
"drizzling,",1
"""androgynous",1
"stylish""",1
slim-cut,1
"""bling.",1
wound-mouth,1
okeanid.,1
shorn.,1
"""cinder",1
"a....""",1
"peresphone,",1
farro,1
sorghum.,1
yeast.,1
solemley,1
be.this,1
"prophesize,",1
sky-dick,1
no...i've,1
puppers,1
squamous,1
brindled,1
medicate.,1
"demie,",1
freakish.,1
"dainty-ankles.""",1
wonky.,1
transactional.,1
parsimonious,1
"""inquiring",1
hephestos,1
pain.they,1
"grainery,",1
camly,1
"""papa.",1
"""club",1
pyriphlegetho,1
"button-up,",1
communions.,1
admete.,1
phaino,1
endarkened,1
marrow:,1
landsailor,1
garmenting,1
unchanged:,1
grey-touched,1
equalization.,1
"doombringer,",1
"earthbreaker,",1
"ciphers,",1
"you.""""if",1
golden-wanded,1
"could.""must",1
koios:,1
copenhagen,1
"here.""""she",1
"peace.""they",1
"squabbling,",1
flyweight,1
"together,'""",1
"""'may",1
"revealed.'""",1
"lifebringer,",1
re-born,1
tossling,1
grunyions,1
hesta,1
hekatonkheires.,1
"maegera,",1
"unceasing.""",1
gyres,1
unburies,1
knotted?,1
"fuckdoll?""",1
"whorishly,",1
bloat.,1
"alpha...""",1
"""shaddup",1
"santa-""",1
unmasking.,1
"starboard,",1
long-missed.,1
wounded;,1
"drummer,",1
psyche--he,1
"""husband!",1
reburied,1
zeroes.,1
"blood-drenched,",1
wine-mellowed,1
"trifles,",1
blink-fast,1
stone-smooth.,1
decade...,1
"peacocked,",1
self-satisfying,1
"heartsore,",1
"blame-""",1
kerykeion,1
petasos',1
"vomit?""",1
"ill...""",1
dick-sucking,1
discreet).,1
"""onomatopoeia.""",1
bedframes.,1
underlayer,1
derelicts.,1
"demmy,",1
gutter?,1
"""guess?""",1
brother-son,1
zagueus,1
"zageus,",1
prophesied.the,1
occuring.,1
hadies,1
"""live.""",1
titans....,1
"patrimony,",1
he-she'd,1
changeable.,1
"presents),",1
shoulder-less,1
"""alpha's",1
"""g-gods!",1
r-right,1
"""a-alpha!",1
g-give,1
"seed!""",1
"ag-gain,",1
mushy.,1
o-order,1
ar-round,1
"cock-""",1
hammer-pounding,1
white-petaled,1
"sludge""",1
"snackes,[9]",1
union's,1
tiramisu.,1
shapes;,1
eclairs.,1
ph,1
o),1
verse:,1
3:16.[7],1
3:16,1
1:26.[8],1
homophobes',1
1:26,1
"""employees",1
"""inspired""",1
"wobbler,",1
"project--and,",1
full-page,1
order.[10],1
were--oh!,1
allowing;,1
snake-spreading.,1
all-but-earned,1
"interpretation,""",1
"interpretation?!""",1
started--and,1
blinked--but,1
"""well--aziraphale",1
"""samael",1
"higher-ups--""",1
eggheads,1
cheesecake.,1
finger-snap,1
awesome[6],1
lgbt+-friendly,1
black.[2],1
buzzed;,1
from--dionysus?,1
screen.[3],1
instinctively.[4],1
windscreen.,1
"""well--try",1
"""and--and,",1
heaven--and,1
"actual,""",1
"average,'",1
then--there's,1
"both--guys?""",1
saw--i,1
and--i,1
"cis,",1
is--what,1
is--heaven,1
there've,1
angels--and,1
demons--is,1
you--your,1
it--was,1
"transphobia,",1
"aphobia,",1
"biphobia,",1
"""but--why?""",1
"guess--""",1
light.[5],1
"""intelligent.",1
"""biology,",1
publishers.,1
tentacle-free,1
post-mortem.,1
breadsmith?,1
"mixers-turned-abominations,",1
conclusive?,1
"toppers,",1
shaped?,1
rent?,1
doornail.,1
them.[11],1
co-op,1
longest-tenured,1
tenants.,1
travis's,1
queer-friendly,1
"""innovations""",1
buggered,1
was--there.,1
new-minted,1
"deadlies,",1
greediest,1
companies',1
obsolescence.,1
post-armageddon't,1
hand-knitted,1
jonathan;,1
"ogg,",1
gytha.,1
snackes.,1
"ankh-morpork,",1
goatberger,1
"""sushi,""",1
"mixers.""",1
"""aaaaaaaiiiiiiiieeeeeeeeeee!!!!!""",1
"irater,",1
"""crackpot",1
but--they're,1
"""repopulating",1
'intelligent,1
design',1
gaze--and,1
quattrocchi!,1
"""i--ma'am!",1
"establishment!""",1
"window?!""",1
"""--an'",1
"wee-wee.""",1
fu--fudge,1
"""jo-seph--""",1
that--there,1
"""joseph,""",1
"travesty--""",1
"mixed-race),",1
"configurations,",1
"bride),",1
syrup?!,1
"cream?!?!""",1
voce.,1
"we--look,""",1
"stash,""",1
"margaritas.""",1
that--what,1
"two--samuel?""",1
"1:26,""",1
"wand-magic,",1
theodisius,1
"380,",1
"""awaken,",1
"recaptured,""",1
"turnings,",1
acropolis--it,1
passages--fallen,1
debris--until,1
"wise...?""",1
"downwards.""",1
but...apollo,1
callicritades--korythos--wanted,1
palladion...it,1
gold-masked,1
"easily--""",1
"palladion?!""",1
"""holy?""",1
unawares!,1
voice?),1
'gown',1
father...was,1
which--like,1
it--seemed,1
"""venom",1
answer.),1
"""venom...?""",1
"painlessly.""",1
"""nymph?!""",1
"potion!?""",1
himself--if,1
fair!--but,1
"antidote!""",1
'daughter.',1
"indiscriminately.""",1
able--to,1
ahhiyawa;,1
water...maybe,1
"tales,""",1
silence--not,1
bronze--was,1
"irnuasu,""",1
"them...well,",1
to--sort,1
of--but,1
"offering...""",1
archery;,1
fit.),1
"gouges,",1
"think...hey,",1
divinations.,1
those...ashes...being,1
looting),1
allowed--possibly,1
follow:,1
"""weep,",1
"""wail,",1
achaian...,1
adrip,1
tormented--remembering,1
war--atalanta,1
shade-like,1
moments--in,1
coward--he,1
three--but,1
"shoddy,",1
"spear-fighting,",1
left--six,1
strongest:,1
be...um...at,1
"""sorry...i...i",1
assembled...if,1
'exiled,1
pouch?,1
running--even,1
foot!--but,1
still-pure,1
palladion;,1
trash!,1
listening--if,1
reason--but,1
"""athene,",1
zeus...if,1
i...if,1
"megaron!""",1
cypros!,1
'elders',1
"straight...""",1
"""galenos,",1
"aiakos--""",1
worried--and,1
eutychos?,1
"""that...how",1
her--from,1
'looked,1
heavy',1
it?!),1
"doorway.""",1
antilochos!,1
then--after,1
again--said,1
born--it,1
length--and,1
larger--the,1
"greaves',",1
bodices,1
city...),1
done?),1
eurysakes?,1
so!),1
reddish-purple,1
troy?!,1
had...if,1
atalanta...it,1
"""rhoxane...?""",1
"""myrto",1
accurate:,1
self-aggrandizing...,1
actions--a,1
hellas--and,1
accession,1
myrto's,1
"""antianeira",1
had--the,1
bad...though,1
wear:,1
"zelotes),",1
battle-oriented,1
"lads,'",1
antianeira.,1
"herald.""",1
back...whenever,1
well-burnished,1
feathers--probably,1
described--which,1
"captors.""",1
seer--still,1
mini-essays,1
pantariste.,1
slowly--painfully,1
slowly--she,1
is...absurdly,1
here--that,1
mansplained,1
world-lockdown,1
professionally),1
lockodown,1
"https://annasrome.com/hittite-clothing/,",1
profanation,1
guarded!),1
sister--has,1
"""pantariste,",1
"hipponike,",1
you...we,1
patroclos'.,1
"""and...despite",1
true...if,1
true...then...,1
"unguarded...""",1
army--an,1
suspects--then,1
enshrined.,1
"krater.""",1
whey-colored,1
"uninvolved.""",1
city--though,1
leader--and,1
callicrates,1
daytime!,1
horrific:,1
"""all...all",1
was--um--attacked,1
"figurative.""",1
"sailors...""",1
"men?!""",1
sailors?,1
"""ye-yes,",1
sort:,1
callicritades',1
nearby--plus,1
alert.),1
"""nnnn...but...uh....ugh!""",1
not--he,1
"""callicritades...""",1
"callicrates,",1
a....putative,1
"""putative",1
"obsession!""",1
"amphora.""",1
"frenzy,""",1
frenzy?,1
"maenad,""",1
"anyway?""she",1
"gotten,""",1
virgins!,1
helmets--unlike,1
earlier--were,1
"""i--i'll",1
"he--eeyahh!""",1
"""legs,""",1
"hip--""",1
they?!,1
"villainy.""",1
"callicrates?""",1
snowmelt.,1
"""worship?!""",1
"""elders",1
"eurysakes?""",1
"he's--ariadne,",1
unsuspicious!,1
"""p--our",1
"about--well,",1
wrong-doing.,1
meal--the,1
feed!--atalanta,1
"shavings,",1
with--more,1
worst--but,1
citadel--one,1
night--ran,1
"treachery!?""",1
"supercilious,",1
"""worship?!",1
priam!,1
ida--an,1
"tros!""",1
"""blasphemer,""",1
ida?,1
madwoman!,1
"aitna,",1
hasameli,1
"callicritades--really,",1
it?--they,1
there...),1
strange--not,1
infancy!--but,1
the...i,1
locrian!,1
pointless:,1
"unnoticed?""",1
"right...so...yeah...""",1
"""why...?",1
she-creature,1
"ida!""",1
story--hadn't,1
story?--but,1
shepherds?,1
"conclusively.""",1
"""um...well...apollo",1
"callicritades--""",1
"spir--""",1
antidote;,1
mountainside?,1
killed--the,1
"remains--""",1
"callicritades?""",1
"""zelotes",1
orders--people,1
"blamed?""",1
"whoever?""",1
"phocos.""",1
heritage!,1
what...hopefully.,1
destination?,1
"birthplace,""",1
"rebuilding.""",1
we'll...we'll,1
chambers--on,1
achilles--to,1
"""well...i...you--you're",1
post-novel,1
interested......though,1
"""athene,""",1
lightit,1
flesha,1
placesand,1
armsthe,1
chestnot,1
musclestill,1
litheheaves,1
skythen,1
downlike,1
"eyesoh,",1
"beautiful.yet,",1
"cheek""it",1
"love""you",1
falland,1
godheadgolden,1
floodlike,1
blowsjealous,1
tearslike,1
"aboveheal,",1
worksoaking,1
earththe,1
viscosity.my,1
joinlike,1
isto,1
godshow,1
boyhow,1
theeto,1
beautya,1
bluea,1
sincerityfor,1
echomy,1
forgotyou,1
catch.yet,1
contusions.,1
posted.i,1
"""maybe....psyche.",1
"dunderhead!""",1
"chia,",1
"sesame,",1
"""were...were",1
"unjust!""",1
walling.,1
"when!?""",1
head-butted,1
tenaron,1
notsu,1
"""ksst!""",1
auburn-colored,1
ratty.,1
"not...no...eros!""",1
cloudshow,1
"notus.""",1
"sulked.""",1
"""woman's",1
afterword.,1
"""shirking",1
"procrastinating,",1
"""please!?""",1
boya,1
tenderhow,1
theea,1
sunforever,1
meadowwe,1
gamesi,1
flyingto,1
flowerit,1
beatshyacinthus.hyacinthus.hyacinthus.,1
fatally.[2][11],1
darkness!,1
"airports,",1
low-power,1
"overpriced,",1
leftovers--,1
to-go.,1
to-go?,1
bleary;,1
anymore'?,1
towels--,1
"""how--!",1
garb:,1
"""hhhrrrrrnnnn?""",1
this[1].,1
"""eeeeaaarrgh,""",1
"road!""",1
hyacinth;,1
now-smoked,1
(charon,1
teeth),1
olympian-passing.,1
"""acheron!",1
"acheron!""",1
"hooligan!""",1
"""hooligan?",1
"""cargo?""",1
gray[2].,1
"farmer--plain,",1
"beige,",1
woolen--with,1
grandeur--he,1
peephole--,1
paying;,1
"presence),",1
energized.,1
"""alas"".",1
https://en.wikipedia.org/wiki/hyacinth_(mythology),1
remained--he,1
"aiaia.""",1
"teiresias.""",1
"3,00",1
pitohui's,1
remarrying,1
comedy...,1
swaying...,1
"tidiest,",1
"supinely,",1
ewer,1
iphigeneia!,1
marrow;,1
chastens,1
"touching,)",1
"warmer?""",1
day--to,1
concretion,1
athana,1
"potnia!""",1
"smited?""",1
"""komawenteia,",1
"goddess',""",1
"'thena"",",1
"""effectively",1
"glaukopis.""",1
heavily-populated,1
"mustn't!""",1
caparison,1
"obviously),",1
"battlecry,",1
"""erigone",1
"""iphigeneia.",1
"trireme,",1
'vultures?',1
'of...,1
scratch.',1
xander.',1
wasn't.',1
xanders',1
fever.',1
colonels,1
battle.',1
decide.',1
odds!,1
"waffles?""",1
second-born;,1
"""meg?""",1
"gardening--""",1
mccaffrey,1
"artemis--""",1
"""lester",1
fertilizers!,1
"god""!"".",1
"dory?""",1
"""nuh-uh"",",1
"dory,",1
dory!,1
"one...,""",1
"scene"",",1
"octopus?""",1
"carrying.""",1
tapestry;,1
"wrinkles,""",1
"refused!""",1
obscure.),1
ephebic/adult,1
remaining.)------------------------------------------------------------------------------------as,1
"4/23/22,",1
ao3!,1
once-home-now-prison,1
misconceptions.,1
braxton,1
physicality?,1
voluntarily?,1
egomania.,1
"spouses.""",1
dropped:,1
"denied!""",1
oceans',1
loathes.,1
earth-shaker.,1
neriads.,1
"gods-no,",1
crystallises,1
(shift?,1
irony!),1
no-that's,1
"otkappchen,",1
chuckle-,1
grief-,1
"him!"")",1
"""iphigeneia",1
"iphigeneia.""",1
plaything:,1
nero.,1
"""dummy.""",1
apollo...leave,1
bow!,1
"""ghastly",1
"cidippe?""",1
nobility!,1
accrued.,1
just...was.,1
how...fortunate,1
"purse!""",1
"""i...i,",1
"hunter!""",1
"""hugging",1
marinade.,1
aglaura.,1
hideous?,1
if...he,1
"""yeowch!""",1
review?,1
"think!?""",1
"man-baby,",1
man-baby,1
"wenches,""",1
"""cidippe,",1
"deposited,",1
cidippe.,1
aglaura's,1
"derelict,",1
finks,1
"hellions.""",1
"holes?""",1
"demios,""",1
"pregnant?!""",1
hike!,1
fantasying,1
agluara,1
almond-shaped.,1
kudos?,1
comparatively.,1
"mid-waist,",1
intimated.,1
ever-busy,1
chucked.,1
pillow-soft.,1
"bathhouse!?""",1
massaged.,1
"upsetting?""",1
"""aeolus!",1
aeolus!,1
erath,1
"ascent.""",1
"true!?""",1
jagged-looking,1
juicy-looking,1
"aqua,",1
"""explore",1
inlays.,1
"banquets.""",1
passion-fruit,1
was....afraid.,1
boy's?,1
sexcapades,1
"rosebud,",1
re-dressed.,1
"psy-chee!""",1
better-experienced,1
silver-helmed,1
"urn,""",1
"courtiers.""",1
atalanta;,1
"""troilos.",1
"polyxena!""",1
horsemen--troilos',1
"""no...please...please....it",1
trick...a,1
test...isn't,1
memory...right?,1
have...it...that,1
would--to,1
"blubbering,""",1
"neoptolemos.""",1
actions--and,1
tales--who,1
hadn't?--but,1
but...that's...i,1
younger--and,1
were--it,1
"and...brotherly...and...""",1
"an...education...""",1
really...uh...call,1
"behave...?""",1
vague!,1
"""um...also...uh...if",1
terribly!,1
"menoitios,""",1
"up'!""",1
"but...yes,",1
oversleeping,1
"terribly!""",1
"""south?""",1
ephebe.,1
girl--althaia's,1
"""but...yeah.",1
"nereid?""",1
cooked!--and,1
appearance--and,1
tell--but,1
course!--atalanta.,1
enjoying--or,1
really--the,1
"frauds,",1
relaxed--perhaps,1
not?--and,1
"""opposite",1
life--son,1
bulk--he,1
arrogance!,1
"mortal!?""",1
"""um...i...i'm",1
"tennes,",1
that...um...that,1
angry...about,1
'simple.',1
hand--so,1
fire--was,1
"cowardice,""",1
"that...troy?""",1
ornamentation;,1
least!),1
was--eutychos,1
city--but,1
defenders:,1
unhelmeted,1
"""tennes,""",1
"""intentionally.""",1
"king--technically,",1
reconnoiter.,1
well-wrought,1
"to--to...""",1
that....what,1
belongings?,1
"korythos?""",1
"double-standard?""",1
"campsite?""",1
"reduced,""",1
"greedy?""",1
"cranky,""",1
"""knife?""",1
trojan:,1
asked...although,1
sounded?,1
"theories,""",1
anyone--why,1
"advisor,""",1
trustworthy...,1
"bandits...""",1
bandits?,1
vindictive...,1
"alleged,""",1
"uncle--""",1
"day!?""",1
"ornamented,",1
better-fit,1
"""tracks,""",1
citadel;,1
opinion--what,1
surprise!--and,1
"dim-witted,",1
gullible--as,1
false--a,1
"still-bleeding,",1
doves--but,1
"""overly",1
"ambitious?""",1
'mysterious.',1
trip--and,1
manhood--we,1
over...it,1
impinges,1
"generate,",1
"quarrel,""",1
achaian--unlike,1
parents--and,1
one--ruling,1
"unobserved...""",1
oldest-looking,1
"scamander,""",1
wouldn't--um--try,1
"difficulty!""",1
me--athene,1
so-very-human,1
'help.',1
morning--most,1
rotted-away,1
"bare-headed,",1
"burials,""",1
war--he,1
"peaceably,",1
here--maybe,1
"behemoth,",1
large--the,1
prepared--chryseis,1
i'm--that,1
best-ever,1
"""at-atleus...""",1
ahhiyawa...,1
warmth...and,1
irnuasu.,1
girl--at,1
ariadne--was,1
lecherously.,1
dead-or-dying,1
slow:,1
twanging,1
self-control--not,1
left--her,1
one-on-one?,1
"dirt!""",1
hands--and,1
"""what...what...what",1
regnal,1
"another...fit...""",1
if--you,1
unstable--atalanta,1
sitting--and,1
don't...i'm,1
"companions...""",1
"thymbra.""",1
home--at,1
sure...what,1
"imaginable...?""",1
younger--a,1
funny...because,1
"earlier...fit.""",1
north--though,1
strife...,1
throne--maybe,1
lying--that,1
"implausible,""",1
evening's--was,1
"advisor!""",1
danger--especially,1
ganymede--not,1
king--but,1
salaminians,1
war--very,1
respects--is,1
religion--which,1
long--sparing,1
"idiotic!""",1
"outnumbered?""",1
"ninety?""",1
"father's...""",1
"gather!""",1
claimed--he,1
"""mission""",1
scheme--whatever,1
was--being,1
aias;,1
bright.),1
region--to,1
apaliunas--and,1
"achilles--and,",1
know--even,1
"ties,""",1
patronymics.,1
"villagers,""",1
villages...,1
"armory.""",1
similarity...,1
worse--if,1
off--familiar,1
city...as,1
course!),1
then...all,1
"just...um...""",1
althaia--minus,1
while--led,1
"anatolian,",1
"thought...no,",1
"""eu-eurysakes!""",1
father...did,1
"ungrateful...""",1
tale--such,1
that--divine,1
notwithstanding--he,1
earthquake--it,1
parentage?,1
friends--that,1
mother...they,1
odysseus--told,1
"rumor!""",1
port--they,1
cowardly!,1
coward--no,1
cowardly--and,1
absence--unless,1
kitchen--and,1
father--despite,1
fall--and,1
readily...it,1
me--some,1
war--or,1
lyre--though,1
"troilos.""",1
"troilos,""",1
apaliunas--or,1
friends--i,1
for--my,1
guest--he,1
"""hints",1
young--a,1
shawl-like,1
they...um...friends,1
"""uh...the",1
"who...er....""",1
sometimes...someone,1
"snaps.""",1
"self-defense,""",1
was...um...like,1
"""um...may",1
"althaia,""",1
"night...?""",1
men...ahhiyawa,1
"hyperborea.""",1
"something...changed?""",1
"""althaia",1
mean...um...what,1
if...i...i,1
you--your--um--your,1
chryseis--the,1
madness--was,1
but...um...you...it,1
"peacetime.""",1
hatti-controlled,1
statue--and,1
slow-tongued,1
"asia,""",1
"curves.""",1
"heroism.""",1
tale--as,1
sting--or,1
was--acting,1
"""silvery",1
"""unusual,",1
"unearthly.""",1
moment--apart,1
was--then,1
"unrested,",1
astonishing!,1
achaian-controlled,1
slavery--or,1
yourselves--particularly,1
guards!--so,1
well-spaced,1
"""unaided!?""",1
hyperborea!,1
lively--despite,1
stone--because,1
morning--she,1
"""ata--atleus,",1
north--and,1
scythia?,1
"""i..is",1
it...really...that,1
"antianeira!""",1
forties--had,1
exposed!,1
"hipponike,""",1
death--nor,1
"observers?!""",1
"unaided!""",1
"""ariadne...maybe...maybe",1
troad--in,1
inflammation.,1
"""uh...that's...""",1
mean...everything,1
wrong...i,1
"why...when...what...""",1
then...i..i,1
the...like,1
were...were,1
did...for,1
"for--atalanta,",1
"took?""",1
were--what,1
woods--that,1
"pulp!""",1
anatolia!--would,1
eurysakes--for,1
free-born,1
"them!?""",1
"""free-born",1
pander...,1
hiccoughing,1
i--what,1
girl--you're,1
"""but--but--but--but--""",1
"assumed,""",1
boy--or,1
boy--talks,1
"""--i'd",1
"not...actually...uh...""",1
eurysakes--and,1
"""but--no--no,",1
mistaken--it's,1
father--at,1
ever...ah...bleeding...if,1
irreligious,1
"one...um,",1
stultifyingly,1
"pyre,""",1
"funeral...""",1
"""well...all",1
"sploshing,",1
breathing--and,1
crying--of,1
"'mush,'",1
'slop.',1
"defilers,",1
"""presumably,",1
oil-burning,1
"pity's--""",1
argument!,1
herself...?,1
maybe...would,1
of...be,1
"hoods,",1
"""receive",1
destruction!,1
"dionysos!""",1
"lord's,",1
"""absorb",1
know...won't,1
"spaces...""",1
"ribbons!""",1
"callicritades!""",1
gold-helmed,1
athene?!,1
atalanta's...,1
"virtue...""",1
you--who,1
"rhoxane...""",1
"""it's--if",1
noblewoman's,1
ignominiously,1
"caught...""",1
garment's,1
folds!),1
guards--she,1
"shortness),",1
mirror?),1
"catastrophic,",1
age--both,1
rhoxane...,1
less-than-well-muffled,1
scrapings,1
palladion's,1
duplicate?,1
lust-stained,1
"""eugh.""",1
"""um...no?""",1
devotees?,1
"""ariadne...?",1
"""blood...?""",1
"sacrifices!""",1
words--so,1
things!--atalanta,1
"locris?""",1
"""w-well...try",1
to...try,1
healer...is,1
danger--than,1
fantastical--something,1
oh-so-hard,1
"""caricarates?""",1
"""caricarte...cracarates...carriclate...oh,",1
"callicrates!""",1
(maybe),1
atalanta),1
boar!),1
(boars,1
"light!),",1
high-tail,1
scrofulous,1
bandit.,1
"""aria--arios!""",1
"atleus!""",1
"arios?""",1
"""arios,",1
"lacedaimon?""",1
"dardania?""",1
fight--if,1
fight--was,1
"lacedaimon,",1
hair...in,1
"""crush",1
suppose...she,1
"almost...divine,""",1
awakening:,1
explanation--it,1
blue-edged,1
"""then...?",1
"""atleus,""",1
politic--or,1
pictogram.,1
different...though,1
trouble--and,1
"'parents,'",1
"single-file,",1
hoof-marks,1
dardania.,1
"cautiously.""",1
accurately;,1
"contagion.""",1
"""apaliunas'",1
"beards!""",1
"ruffians.""",1
"gaugingly,",1
"hereabouts,",1
'filthy,1
"whore,'",1
timer',1
lying--his,1
lll,1
lesbos--and,1
did--everything,1
flock...and,1
"korinna,""",1
"""lander",1
them...someone,1
"""goats,",1
downslope,1
positive!,1
"bandits?!""",1
"act?!""",1
"te...""",1
"""caricarate?""",1
"pictograms.""",1
shouty--way,1
"unaided?""",1
"mostly--""",1
"time...well,",1
lander:,1
"little--ggrrrhg!""",1
re-lit,1
cloud!,1
"poisonous...""",1
"flocks.""",1
korinna--set,1
"plunder?""",1
"""fifty-six,""",1
"""fifty-six",1
"""corpses,""",1
around...um...fifteen,1
redistribution.,1
comrade-in-deception,1
greedy),1
"kidnapped!""",1
doesn't...didn't,1
"misconceptions.""",1
"locrian?""",1
"girl--princess,",1
rather--i,1
eutychos;,1
father--ariadne,1
truth--it,1
"escaped,""",1
achaian-speaking,1
injured;,1
"wagons.""",1
island--that,1
chariot--if,1
"lander's,",1
out--she,1
around--a,1
useless--in,1
"aniketos,",1
honest...though,1
now...),1
six-man,1
"warm-up,""",1
"""warm-up",1
ill-lit.,1
"citadels,",1
deed!,1
"racket?""",1
them--no,1
armor--and,1
"black-handled,",1
"lander?""",1
"amusement!""",1
"crows.""",1
crows...,1
"(technically,",1
table.),1
sister--if,1
telamoniades.),1
size--half,1
himself--who,1
disconcerting;,1
bandits?),1
himself--just,1
(lander,1
bonfire...),1
useful--possibly,1
immortal--but,1
lass?,1
"""hrrraaaa.""",1
half-god!,1
blackening.,1
hoarse:,1
animal-like.,1
unaware;,1
captives;,1
hallways;,1
"""asterius.",1
ember-hearted,1
"braids...""",1
mightier.,1
monarchically,1
sotiria,1
plotter's,1
"minotaur?"",",1
plush;,1
"sidestepping,",1
absentminded.,1
careless...,1
birdsong;,1
selected!,1
aching;,1
stylus;,1
"""ariadne"",",1
"""garden"",",1
unkind;,1
half-swimming,1
slouched;,1
sombers,1
soften;,1
theseus),1
fangs?,1
sympathise.,1
"oars.wav""",1
"""asterius...""",1
https://freesound.org/people/lubini/sounds/338345/,1
"3.0)""flute",1
"bpm""",1
davejf,1
https://freesound.org/people/davejf/sounds/562289/,1
"(cc0)""laugh""",1
klankbeeld,1
https://freesound.org/people/klankbeeld/sounds/126113/,1
3.0),1
grey-pelted,1
scrubbed-out,1
sun-born,1
artemide,1
"sleepless.""",1
eavesdrops,1
